,Player,CapHit
66,Artemi Panarin, 6000000
67,Corey Crawford, 6000000
68,Cory Schneider, 6000000
69,David Backes, 6000000
70,Erik Johnson, 6000000
71,Filip Forsberg, 6000000
72,Joe Pavelski, 6000000
73,Jordan Eberle, 6000000
74,Jordan Staal, 6000000
75,Kyle Okposo, 6000000
76,Logan Couture, 6000000
77,Matt Duchene, 6000000
78,Mike Green, 6000000
79,Milan Lucic, 6000000
80,Ryan Nugent-Hopkins, 6000000
81,Taylor Hall, 6000000
82,Brandon Saad, 6000000
83,Tomas Plekanec, 6000000
84,Loui Eriksson, 6000000
85,Jonathan Huberdeau, 5900000
86,Semyon Varlamov, 5900000
87,Aleksander Barkov, 5900000
88,Kari Lehtonen, 5900000
89,Dustin Brown, 5875000
90,Brandon Dubinsky, 5850000
91,Jonathan Quick, 5800000
92,Ryan Callahan, 5800000
93,T.J. Oshie, 5750000
94,Alexander Steen, 5750000
95,Travis Zajac, 5750000
96,Tyler Seguin, 5750000
97,Dougie Hamilton, 5750000
98,Marc-André Fleury, 5750000
99,Matt Niskanen, 5750000
100,Mikael Granlund, 5750000
101,Tobias Enstrom, 5750000
102,Jeff Skinner, 5725000
103,Marc Staal, 5700000
104,Mike Smith, 5666667
105,Blake Wheeler, 5600000
106,Jason Pominville, 5600000
107,Gabriel Landeskog, 5571428
108,Duncan Keith, 5538462
109,Bo Horvat, 5500000
110,Colton Parayko, 5500000
111,Oliver Ekman-Larsson, 5500000
112,John Tavares, 5500000
113,Andrej Sekera, 5500000
114,Dave Bolland, 5500000
115,Jonathan Drouin, 5500000
116,Justin Schultz, 5500000
117,Nick Foligno, 5500000
118,Tyson Barrie, 5500000
119,Jeff Petry, 5500000
120,Nick Leddy, 5500000
121,Brooks Orpik, 5500000
122,Tyler Myers, 5500000
123,Andrew Ladd, 5500000
124,Alex Goligoski, 5475000
125,Jay Bouwmeester, 5400000
126,Rasmus Ristolainen, 5400000
127,Seth Jones, 5400000
128,Jaden Schwartz, 5350000
129,Mika Zibanejad, 5350000
130,Roberto Luongo, 5333333
131,Tomas Tatar, 5300000
132,Ondrej Palat, 5300000
133,Jimmy Howard, 5291667
134,Marian Hossa, 5275000
135,Jeff Carter, 5272727
136,Evander Kane, 5250000
137,Torey Krug, 5250000
138,Frans Nielsen, 5250000
139,Nino Niederreiter, 5250000
140,Joffrey Lupul, 5250000
141,David Clarkson, 5250000
142,Hampus Lindholm, 5205566
143,Mike Hoffman, 5187500
144,Jared Spurgeon, 5187500
145,Zach Bogosian, 5142857
146,Brayden Schenn, 5125000
147,Dmitry Orlov, 5100000
148,Alexander Edler, 5000000
149,Mikhail Grabovski, 5000000
150,Andrew MacDonald, 5000000
151,Andy Greene, 5000000
152,Danny DeKeyser, 5000000
153,Frederik Andersen, 5000000
154,James Neal, 5000000
155,Reilly Smith, 5000000
156,Tyler Johnson, 5000000
157,Valtteri Filppula, 5000000
158,Matt Moulson, 5000000
159,Morgan Rielly, 5000000
160,Derick Brassard, 5000000
161,Ben Bishop, 4916667
162,Alex Galchenyuk, 4900000
163,Marc Methot, 4900000
164,Alexander Wennberg, 4900000
165,Marian Gaborik, 4875000
166,Sami Vatanen, 4875000
167,Ryane Clowe, 4850000
168,Paul Martin, 4850000
169,Justin Faulk, 4833333
170,Nikita Kucherov, 4766666
171,Gustav Nyquist, 4750000
172,Martin Hanzal, 4750000
173,Carl Soderberg, 4750000
174,Vincent Trocheck, 4750000
175,Niklas Kronwall, 4750000
176,Ryan McDonagh, 4700000
177,Bryan Little, 4700000
178,Jori Lehtera, 4700000
179,T.J. Brodie, 4650400
180,Clarke MacArthur, 4650000
181,Kyle Palmieri, 4650000
182,Chris Kreider, 4625000
183,Karl Alzner, 4625000
184,Tyler Toffoli, 4600000
185,Tyler Ennis, 4600000
186,Jason Garrison, 4600000
187,Marcus Johansson, 4583333
188,Artem Anisimov, 4550000
189,Jaroslav Halak, 4500000
190,Justin Williams, 4500000
191,Max Pacioretty, 4500000
192,Anton Stralman, 4500000
193,François Beauchemin, 4500000
194,Jason Demers, 4500000
195,Mats Zuccarello, 4500000
196,Troy Brouwer, 4500000
197,Nazem Kadri, 4500000
198,Vadim Shipachyov, 4500000
199,Vincent Lecavalier, 4500000
200,Nikita Zaitsev, 4500000
201,Shayne Gostisbehere, 4500000
202,Alexander Killorn, 4450000
203,Chris Tanev, 4450000
204,Brandon Sutter, 4375000
205,Jack Johnson, 4357143
206,Brendan Smith, 4350000
207,Jake Allen, 4350000
208,Devan Dubnyk, 4333333
209,Dmitry Kulikov, 4333333
210,Sean Couturier, 4333333
211,Michael Frolik, 4300000
212,James Van Riemsdyk, 4250000
213,Patric Hornqvist, 4250000
214,Craig Smith, 4250000
215,Justin Abdelkader, 4250000
216,Marc-Edouard Vlasic, 4250000
217,Viktor Arvidsson, 4250000
218,David Savard, 4250000
219,Jonathan Ericsson, 4250000
220,John Klingberg, 4250000
221,Craig Anderson, 4200000
222,Tyler Bozak, 4200000
223,Nikolay Kulemin, 4187500
224,Oscar Klefbom, 4167000
225,Slava Voynov, 4166667
226,Jonas Brodin, 4166667
227,Adam Larsson, 4166666
228,Cameron Talbot, 4166666
229,Damon Severson, 4166666
230,Scott Darling, 4150000
231,Mathieu Perreault, 4125000
232,Alexei Emelin, 4100000
233,Brian Dumoulin, 4100000
234,Nick Bonino, 4100000
235,Steve Mason, 4100000
236,Niklas Hjalmarsson, 4100000
237,Nick Bjugstad, 4100000
238,Olli Maatta, 4083300
239,Jake Gardiner, 4050000
240,Adam Henrique, 4000000
241,Kris Russell, 4000000
242,Roman Josi, 4000000
243,Petr Mrazek, 4000000
244,Jake Muzzin, 4000000
245,Alec Martinez, 4000000
246,Cam Fowler, 4000000
247,Carl Hagelin, 4000000
248,Kevin Bieksa, 4000000
249,Marco Scandella, 4000000
250,Mikkel Boedker, 4000000
251,Robin Lehner, 4000000
252,Victor Rask, 4000000
253,Zdeno Chara, 4000000
254,Evgeny Dadonov, 4000000
255,Wayne Simmonds, 3975000
256,John Carlson, 3966667
257,Johan Franzen, 3954545
258,Colin Wilson, 3937500
259,Josh Gorges, 3900000
260,Andrew Shaw, 3900000
261,Travis Hamonic, 3857143
262,Patrik Berglund, 3850000
263,Connor Murphy, 3850000
264,Cody Eakin, 3850000
265,Darren Helm, 3850000
266,Matt Beleskey, 3800000
267,Justin Braun, 3800000
268,Rickard Rakell, 3789444
269,Anders Lee, 3750000
270,David Perron, 3750000
271,Jakob Silfverberg, 3750000
272,Matt Murray, 3750000
273,Mattias Ekholm, 3750000
274,Tanner Pearson, 3750000
275,Brendan Gallagher, 3750000
276,Dan Hamhuis, 3750000
277,Braydon Coburn, 3700000
278,Simon Després, 3700000
279,Jacob Markstrom, 3666667
280,Matt Read, 3625000
281,Mark Fayne, 3625000
282,Luca Sbisa, 3600000
283,Mikael Backlund, 3575000
284,Cal Clutterbuck, 3500000
285,Cam Atkinson, 3500000
286,Mark Stone, 3500000
287,Kyle Turris, 3500000
288,Vladimir Sobotka, 3500000
289,Andrei Vasilevskiy, 3500000
290,Eric Staal, 3500000
291,Erik Gudbranson, 3500000
292,Lars Eller, 3500000
293,Michael Stone, 3500000
294,James Reimer, 3400000
295,Radko Gudas, 3350000
296,Casey Cizikas, 3350000
297,Jamie McGinn, 3333333
298,Thomas Greiss, 3333333
299,Josh Bailey, 3300000
300,Calvin de Haan, 3300000
301,Cam Ward, 3300000
302,Joel Ward, 3275000
303,Brenden Dillon, 3270000
304,Clayton Stoner, 3250000
305,Zack Smith, 3250000
306,Charlie Coyle, 3200000
307,Trevor Daley, 3166667
308,Patrick Eaves, 3150000
309,Sam Gagner, 3150000
310,Matthew Stajan, 3125000
311,Jean-Gabriel Pageau, 3100000
312,Marcus Kruger, 3083333
313,Andrew Cogliano, 3000000
314,Daniel Girardi, 3000000
315,Tomas Hertl, 3000000
316,Martin Jones, 3000000
317,Michael Del Zotto, 3000000
318,Ron Hainsey, 3000000
319,Andre Burakovsky, 3000000
320,Conor Sheary, 3000000
321,Leo Komarov, 2950000
322,Boone Jenner, 2900000
323,Carl Gunnarsson, 2900000
324,Marcus Foligno, 2875000
325,Teuvo Teravainen, 2860000
326,Ryan Murray, 2825000
327,Ryan Spooner, 2825000
328,Jacob Trouba, 2812500
329,Cody Ceci, 2800000
330,Ben Hutton, 2800000
331,Richard Panik, 2800000
332,Adam McQuaid, 2750000
333,Eddie Lack, 2750000
334,Erik Haula, 2750000
335,J.T. Miller, 2750000
336,Jonathan Bernier, 2750000
337,Brian Boyle, 2750000
338,Brian Elliott, 2750000
339,Mark Pysyk, 2733333
340,Elias Lindholm, 2700000
341,Ben Lovejoy, 2666666
342,Derek Dorsett, 2650000
343,Kevin Hayes, 2600000
344,Matt Dumba, 2550000
345,Brock Nelson, 2500000
346,Anders Nilsson, 2500000
347,Ryan Ellis, 2500000
348,Alexandre Burrows, 2500000
349,Chad Johnson, 2500000
350,Jannik Hansen, 2500000
351,Joe Colborne, 2500000
352,Kevan Miller, 2500000
353,Lee Stempniak, 2500000
354,Matt Martin, 2500000
355,Michal Neuvirth, 2500000
356,Radim Vrbata, 2500000
357,Ryan Strome, 2500000
358,Blake Comeau, 2400000
359,Nathan Beaulieu, 2400000
360,Mike Condon, 2400000
361,Dale Weise, 2350000
362,Michael Raffl, 2350000
363,John Gibson, 2300000
364,Jason Chimera, 2250000
365,Matt Hunwick, 2250000
366,Connor Hellebuyck, 2250000
367,Zach Hyman, 2250000
368,Tobias Rieder, 2225000
369,Nate Schmidt, 2225000
370,Thomas Hickey, 2200000
371,Matt Calvert, 2200000
372,Esa Lindell, 2200000
373,Radek Faksa, 2200000
374,Nikita Zadorov, 2150000
375,Shawn Matthias, 2125000
376,Ian Cole, 2100000
377,Connor Brown, 2100000
378,David Schlemko, 2100000
379,Brad Richardson, 2083333
380,Riley Sheahan, 2075000
381,Antoine Roussel, 2000000
382,Patrick Maroon, 2000000
383,Chris Kunitz, 2000000
384,Eric Fehr, 2000000
385,Jason Zucker, 2000000
386,Melker Karlsson, 2000000
387,Ryan Miller, 2000000
388,Thomas Vanek, 2000000
389,Tom Wilson, 2000000
390,Trevor Lewis, 2000000
391,Calle Jarnkrok, 2000000
392,Andrej Sustr, 1950000
393,Sam Bennett, 1950000
394,Zack Kassian, 1950000
395,Vladislav Namestnikov, 1937500
396,Joonas Donskoi, 1900000
397,Sven Baertschi, 1850000
398,Alexander Petrovic, 1850000
399,Jesper Fast, 1850000
400,Josh Anderson, 1850000
401,Luke Glendening, 1800000
402,Mark Letestu, 1800000
403,Jordan Martinook, 1800000
404,Ryan Dzingel, 1800000
405,Antoine Vermette, 1750000
406,Jay Beagle, 1750000
407,Jordan Weal, 1750000
408,Kris Versteeg, 1750000
409,Micheal Ferland, 1750000
410,Brett Ritchie, 1750000
411,Brayden McNabb, 1700000
412,Oscar Lindberg, 1700000
413,John Moore, 1666667
414,Nick Holden, 1650000
415,Michael Grabner, 1650000
416,Nate Thompson, 1650000
417,Jake McCabe, 1600000
418,Kyle Clifford, 1600000
419,Adam Pelech, 1600000
420,Zemgus Girgensons, 1600000
421,Dalton Prout, 1575000
422,Brett Connolly, 1500000
423,Philipp Grubauer, 1500000
424,Johan Larsson, 1475000
425,Pierre-Edouard Bellemare, 1450000
426,Brandon Davidson, 1425000
427,Derek Ryan, 1425000
428,Sven Andrighetto, 1400000
429,Ben Chiarot, 1400000
430,Andreas Athanasiou, 1387500
431,Derek MacKenzie, 1375000
432,Andrew Hammond, 1350000
433,Cody McLeod, 1333333
434,Ondrej Pavelec, 1300000
435,Joakim Nordstrom, 1275000
436,Erik Condra, 1250000
437,Luke Schenn, 1250000
438,Martin Marincin, 1250000
439,Chris Kelly, 1250000
440,Dennis Seidenberg, 1250000
441,J.T. Brown, 1250000
442,Kyle Quincey, 1250000
443,Keith Kinkaid, 1250000
444,Xavier Ouellet, 1250000
445,Torrey Mitchell, 1200000
446,Anthony Duclair, 1200000
447,Anton Khudobin, 1200000
448,Paul Byron, 1166666
449,Michael Hutchinson, 1150000
450,Benoit Pouliot, 1150000
451,Chris Stewart, 1150000
452,Robert Bortuzzo, 1150000
453,Jon Merrill, 1137500
454,Adam Lowry, 1125000
455,Ryan Reaves, 1125000
456,Carter Hutton, 1125000
457,Mark Borowiecki, 1100000
458,Jordie Benn, 1100000
459,Jussi Jokinen, 1100000
460,Roman Polak, 1100000
461,Austin Watson, 1100000
462,Tom Pyatt, 1100000
463,Al Montoya, 1062500
464,Joel Edmundson, 1050000
465,Louis Domingue, 1050000
466,Peter Budaj, 1025000
467,Colin Miller, 1000000
468,Calvin Pickard, 1000000
469,Ales Hemsky, 1000000
470,Antti Raanta, 1000000
471,Cody Franson, 1000000
472,David Desharnais, 1000000
473,Deryk Engelland, 1000000
474,Dmitrij Jaskin, 1000000
475,Dominic Moore, 1000000
476,Jaromir Jagr, 1000000
477,Johnny Oduya, 1000000
478,Kevin Connauton, 1000000
479,Lance Bouma, 1000000
480,Matt Cullen, 1000000
481,Matthew Nieto, 1000000
482,Mike Cammalleri, 1000000
483,Mike Fisher, 1000000
484,Nick Cousins, 1000000
485,Scott Hartnell, 1000000
486,William Karlsson, 1000000
487,Yanni Gourde, 1000000
488,Andrew Copp, 1000000
489,Tyler Pitlick, 1000000
490,Brandon Manning, 975000
491,Jamie Oleksiak, 964688
492,Scott Laughton, 962500
493,Colton Sceviour, 950000
494,Kyle Brodziak, 950000
495,Curtis Lazar, 950000
496,Jordan Nolan, 950000
497,Patrik Nemeth, 945000
498,Nick Schmaltz, 925000
499,Joel Armia, 925000
500,Nick Shore, 925000
501,Patrik Laine, 925000
502,Adam Johnson, 925000
503,Alex Iafallo, 925000
504,Alex Tuch, 925000
505,Alexander Kerfoot, 925000
506,Alexei Bereglazov, 925000
507,Anders Bjork, 925000
508,Andreas Borgman, 925000
509,Andrei Mironov, 925000
510,Andrew Welinski, 925000
511,Anton Slepyshev, 925000
512,Auston Matthews, 925000
513,Blake Hillman, 925000
514,Brady Skjei, 925000
515,Brandon Montour, 925000
516,Brock Boeser, 925000
517,C.J. Smith, 925000
518,Cal Petersen, 925000
519,Calle Rosen, 925000
520,Carl Grundstrom, 925000
521,Carson Soucy, 925000
522,Casey Mittelstadt, 925000
523,Chris Nell, 925000
524,Colin White, 925000
525,Connor McDavid, 925000
526,Daniel Brickley, 925000
527,Daniel Pribyl, 925000
528,David Kampf, 925000
529,Dennis Cholowski, 925000
530,Devon Toews, 925000
531,Dominic Toninato, 925000
532,Drake Caggiula, 925000
533,Dylan Gambrell, 925000
534,Dylan Larkin, 925000
535,Dylan Sikura, 925000
536,Eamon McAdam, 925000
537,Eric Robinson, 925000
538,Gavin Bayreuther, 925000
539,Griffen Molino, 925000
540,Henrik Borgström, 925000
541,Henrik Haapala, 925000
542,Hudson Fasching, 925000
543,Hunter Miska, 925000
544,Ian McCoshen, 925000
545,J.T. Compher, 925000
546,Jack Eichel, 925000
547,Jake Walman, 925000
548,Jakob Chychrun, 925000
549,Jakub Jerabek, 925000
550,Jan Rutta, 925000
551,Jayce Hawryluk, 925000
552,Jesse Puljujarvi, 925000
553,Jimmy Vesey, 925000
554,John Hayden, 925000
555,Jonathan Dahlen, 925000
556,Jordan Schmaltz, 925000
557,Joseph Anderson, 925000
558,Kalle Kossila, 925000
559,Kasimir Kaskisuo, 925000
560,Kevin Roy, 925000
561,Kyle Connor, 925000
562,Louie Belpedio, 925000
563,Lucas Johansen, 925000
564,Luke Kunin, 925000
565,MacKenzie MacEachern, 925000
566,Mark Jankowski, 925000
567,Matiss Kivlenieks, 925000
568,Matt Benning, 925000
569,Matthew Tkachuk, 925000
570,Michael Kapla, 925000
571,Michael Matheson, 925000
572,Miles Wood, 925000
573,Miro Aaltonen, 925000
574,Mitch Reinke, 925000
575,Neal Pionk, 925000
576,Nick Desimone, 925000
577,Nick Ellis, 925000
578,Nico Hischier, 925000
579,Noah Hanifin, 925000
580,Nolan Patrick, 925000
581,Oscar Fantenberg, 925000
582,Oskar Lindblom, 925000
583,Patrick Russell, 925000
584,Pavel Buchnevich, 925000
585,Philip Holm, 925000
586,Radim Simek, 925000
587,Rob O'Gara, 925000
588,Samuel Vigneault, 925000
589,Sebastian Aho, 925000
590,Shane Gersich, 925000
591,Sheldon Rempal, 925000
592,Spencer Foo, 925000
593,Steven Santini, 925000
594,Tage Thompson, 925000
595,Thatcher Demko, 925000
596,Trevor Moore, 925000
597,Troy Stecher, 925000
598,Troy Terry, 925000
599,Tucker Poolman, 925000
600,Tyler Motte, 925000
601,Viktor Antipin, 925000
602,Vinni Lettieri, 925000
603,Will Butcher, 925000
604,Zach Aston-Reese, 925000
605,Zachary Werenski, 925000
606,Charlie McAvoy, 916667
607,Jakob Forsbacka Karlsson, 916667
608,Adam Gaudette, 916666
609,Jordan Greenway, 916666
610,Phillip Danault, 912500
611,Markus Granlund, 900000
612,Alexander Burmistrov, 900000
613,Chris Thorburn, 900000
614,Eric Gryba, 900000
615,Jared Boll, 900000
616,Jeff Zatkoff, 900000
617,Korbinian Holzer, 900000
618,Michal Kempny, 900000
619,Riley Nash, 900000
620,Mike Vecchione, 900000
621,Ryan Donato, 900000
622,Joonas Korpisalo, 900000
623,Ivan Provorov, 894167
624,Jared McCann, 894167
625,Nikolaj Ehlers, 894167
626,Robby Fabbri, 894167
627,Adrian Kempe, 894166
628,Anthony Beauvillier, 894166
629,Denis Guryanov, 894166
630,Gabriel Carlsson, 894166
631,Jack Roslovic, 894166
632,Jacob Larsson, 894166
633,Jake Virtanen, 894166
634,Jason Dickinson, 894166
635,Joel Eriksson Ek, 894166
636,Lawson Crouse, 894166
637,Mikhail Sergachev, 894166
638,Mikko Rantanen, 894166
639,Mitchell Marner, 894166
640,Nick Ritchie, 894166
641,Pavel Zacha, 894166
642,Pierre-Luc Dubois, 894166
643,Robert Hagg, 894166
644,Sam Reinhart, 894166
645,Timo Meier, 894166
646,Travis Konecny, 894166
647,William Nylander, 894166
648,Brock McGinn, 887500
649,Clayton Keller, 885833
650,Tyson Jost, 885833
651,Hampus Gustafsson, 883750
652,Mason Mitchell, 883750
653,Sean Malone, 883750
654,Dylan Sadowy, 880833
655,Ryan Collins, 880833
656,Nail Yakupov, 875000
657,Kenneth Agostino, 875000
658,Zachary Sanford, 875000
659,Adam Erne, 874166
660,Alex Lyon, 874125
661,Paul LaDue, 874125
662,Danton Heinen, 872500
663,Gustav Forsling, 872500
664,Devin Shore, 870000
665,Ryan Mantha, 870000
666,Alexander Volkov, 864167
667,Kevin Stenlund, 864167
668,Anthony Mantha, 863334
669,Darnell Nurse, 863334
670,Frédérik Gauthier, 863334
671,Hunter Shinkaruk, 863334
672,Josh Morrissey, 863334
673,Kerby Rychel, 863334
674,Michael McCarron, 863334
675,Ryan Hartman, 863334
676,Ryan Pulock, 863334
677,Shea Theodore, 863334
678,Anthony DeAngelo, 863333
679,Brendan Perlini, 863333
680,Dylan Strome, 863333
681,Émile Poirier, 863333
682,Evgeni Svechnikov, 863333
683,Haydn Fleury, 863333
684,Jake Debrusk, 863333
685,Jakub Vrana, 863333
686,Jakub Zboril, 863333
687,Josh Ho-Sang, 863333
688,Julius Honka, 863333
689,Kasperi Kapanen, 863333
690,Kevin Fiala, 863333
691,Mathew Barzal, 863333
692,Max Domi, 863333
693,Michael Dal Colle, 863333
694,Morgan Klimchuk, 863333
695,Nick Merkley, 863333
696,Nikita Scherbak, 863333
697,Nikolay Goldobin, 863333
698,Noah Juulsen, 863333
699,Samuel Morin, 863333
700,Sonny Milano, 863333
701,Thomas Chabot, 863333
702,Travis Dermott, 863333
703,Travis Sanheim, 863333
704,Zachary Senyshyn, 863333
705,Andrew Poturalski, 858750
706,Daniel O'Regan, 858750
707,Matthew Grzelcyk, 858750
708,Josh Healey, 858750
709,Ziyat Paigin, 858750
710,Nicolas Meloche, 853333
711,Christian Folin, 850000
712,Curtis McElhinney, 850000
713,Danny Taylor, 850000
714,Emerson Etem, 850000
715,Klas Dahlbeck, 850000
716,Marko Dano, 850000
717,Shane Prince, 850000
718,Mirco Mueller, 850000
719,Ville Husso, 847500
720,Zack MacEwen, 847500
721,Chris Bigras, 843334
722,Adam Vay, 842500
723,Jeremy Bracco, 842500
724,Nick Lappin, 842500
725,Nolan Stevens, 842500
726,Yaroslav Dyblenko, 842500
727,Angus Redmond, 842500
728,Janne Kuokkanen, 842500
729,Artturi Lehkonen, 839166
730,Brendan Lemieux, 839166
731,Christian Dvorak, 839166
732,Yan-Pavel Laplante, 836666
733,Marcus Hogberg, 835000
734,Jake Bischoff, 833750
735,Libor Sulak, 833750
736,Matt Roy, 833750
737,Maxim Letunov, 833750
738,Mitch Hults, 833750
739,Victor Ejdsell, 833750
740,Vladislav Kamenev, 833333
741,Mitchell Stephens, 833333
742,Jérémy Roy, 827500
743,Trevor Van Riemsdyk, 825000
744,Josh Manson, 825000
745,Lukas Sedlak, 825000
746,Micheal Haley, 825000
747,Mason McDonald, 822500
748,Christian Fischer, 821666
749,Michael Downing, 820000
750,Markus Nutivaara, 817500
751,Shane Starrett, 817500
752,Cédric Paquette, 812500
753,Nick Jensen, 812500
754,Jake Dotchin, 812500
755,Roope Hintz, 811667
756,Alex Nedeljkovic, 811666
757,John Quenneville, 811666
758,Brett Pesce, 809167
759,Dryden Hunt, 809166
760,Sean Kuraly, 808750
761,Dominik Masin, 808333
762,Taylor Leier, 806588
763,Adam Tambellini, 803333
764,Linus Soderstrom, 803333
765,Robin Kovacs, 803333
766,Ryan Gropp, 802500
767,Jonathon Martin, 800833
768,Greg Pateryn, 800000
769,Taylor Chorney, 800000
770,Andre Benoit, 800000
771,Chris Wideman, 800000
772,Derrick Pouliot, 800000
773,Drew Stafford, 800000
774,Magnus Paajarvi, 800000
775,Patrick Sharp, 800000
776,Scottie Upshall, 800000
777,Slater Koekkoek, 800000
778,Tomas Jurco, 800000
779,Adam Chapie, 800000
780,Griffin Reinhart, 800000
781,Ryan MacInnis, 797500
782,Keaton Thompson, 795000
783,Marcus Pettersson, 794166
784,Frankie Vatrano, 792500
785,Mario Lucia, 792500
786,Alexander Georgiev, 792500
787,Jordan Maletta, 792500
788,Justin Hickman, 792500
789,Justin Kloos, 792500
790,Linus Hultstrom, 792500
791,Sam Anas, 792500
792,Kristofers Bindulis, 792500
793,Ryan Fitzgerald, 792500
794,Tyler Moy, 792500
795,Brandon Carlo, 789167
796,Anton Blidh, 784167
797,Emil Johansson, 784167
798,Mikhail Vorobyov, 784167
799,Carter Verhaeghe, 778333
800,Rinat Valiev, 778333
801,Alex DeBrincat, 778333
802,Michael Brodzinski, 778333
803,Christoph Bertschy, 775833
804,Andreas Englund, 775833
805,Glenn Gawdin, 775833
806,Matthew Highmore, 775833
807,Nathan Noel, 775833
808,Josh Jooris, 775000
809,Nicolas Deslauriers, 775000
810,Tim Schaller, 775000
811,Anthony Louis, 775000
812,Sami Niku, 775000
813,Brandon Halverson, 772500
814,Dillon Heatherington, 770834
815,Brandon Crawley, 770000
816,Reid Duke, 770000
817,Sebastian Aho, 770000
818,Daniel Renouf, 767500
819,Collin Delia, 767500
820,Filip Sandberg, 767500
821,Jansen Harkins, 767500
822,Jens Looke, 767500
823,Luc Snuggerud, 767500
824,Vince Pedrie, 767500
825,Jalen Chatfield, 765000
826,Jean-Christophe Beaudin, 765000
827,Noah Rod, 763333
828,Adam Brooks, 759167
829,Alex Dostie, 759167
830,Austin Wagner, 759167
831,Christoffer Ehn, 759167
832,Connor Ingram, 759167
833,Jonas Johansson, 759167
834,Maxime Fortier, 759167
835,Rudolfs Balcers, 759167
836,Tyler Parsons, 759167
837,Aaron Luchuk, 759166
838,Austin Strand, 759166
839,Cameron Hebig, 759166
840,Jayden Halbgewachs, 759166
841,Nicolas Petan, 758334
842,Maxim Mamin, 757500
843,Rasmus Andersson, 755833
844,Jordan Subban, 755000
845,Cristoval Nieves, 755000
846,Christian Jaros, 755000
847,Aleksi Saarela, 753333
848,Colby Williams, 751000
849,Andreas Johnsson, 750834
850,Carl Dahlstrom, 750833
851,Jacob Graves, 750833
852,Justin Scott, 750833
853,Connor Carrick, 750000
854,Laurent Brossoit, 750000
855,Viktor Svedberg, 750000
856,Andrey Pedan, 750000
857,Colin Greening, 750000
858,Connor Brickley, 750000
859,Duncan Siemens, 750000
860,Gabriel Bourque, 750000
861,Harri Sateri, 750000
862,Jeremy Smith, 750000
863,Jonathan Audy-Marchessault, 750000
864,Nathan Gerbe, 750000
865,Rocco Grimaldi, 750000
866,Tommy Wingels, 750000
867,Alex Biega, 750000
868,Anton Forsberg, 750000
869,Brendan Gaunce, 750000
870,Linus Ullmark, 750000
871,Luke Witkowski, 750000
872,Mark Barberio, 750000
873,Tanner Kero, 750000
874,Steven Fogarty, 750000
875,Michael Spacek, 750000
876,Dawson Leedahl, 749167
877,Jesper Bratt, 749167
878,Mark Friedman, 749167
879,Victor Mete, 748333
880,Jérémy Lauzon, 747500
881,Paul Bittner, 747500
882,Warren Foegele, 746667
883,Niklas Hansson, 745833
884,Laurent Dauphin, 745000
885,Remi Elie, 745000
886,Roland McKeown, 745000
887,Cole Kehler, 745000
888,John Nyberg, 745000
889,Kyle Capobianco, 745000
890,Devante Stephens, 743333
891,Jaccob Slavin, 742500
892,Thomas Dipauli, 742500
893,Emil Pettersson, 742500
894,Frederik Tiffels, 742500
895,Gabriel Gagné, 742500
896,Jeff Taylor, 742500
897,John Gilmour, 742500
898,Matej Machovsky, 742500
899,Matheson Iacopelli, 742500
900,Peter Cehlarik, 742500
901,Callum Booth, 741667
902,Mason Appleton, 741667
903,Spencer Smallman, 741667
904,William Lagesson, 741667
905,A.J. Greer, 741666
906,Ivan Barbashyov, 741666
