,Player,CapHit
906,Pheonix Copley, 708750
907,Martin Reway, 706667
908,Spencer Watson, 705833
909,Travis Boyd, 705000
910,Valentin Zykov, 705000
911,Adam Carlson, 705000
912,Adam Helewka, 705000
913,Andrew Mangiapane, 705000
914,Kyle Schempp, 705000
915,Lukas Bengtsson, 705000
916,Sean Maguire, 705000
917,Teddy Blueger, 705000
918,Brian Hart, 703333
919,Madison Bowey, 703333
920,Chris Martenet, 703333
921,Francis Perron, 703333
922,Oskar Sundqvist, 700833
923,Andrey Pedan, 700000
924,Cal O'Reilly, 700000
925,Fredrik Claesson, 700000
926,Greg McKegg, 700000
927,Jack Skille, 700000
928,Jarred Tinordi, 700000
929,Korbinian Holzer, 700000
930,Landon Ferraro, 700000
931,Linden Vey, 700000
932,Luke Gazdic, 700000
933,Magnus Paajarvi, 700000
934,Matt Carle, 700000
935,Mike Leighton, 700000
936,Philip Varone, 700000
937,Michal Kempny, 700000
938,Conner Bleackley, 700000
939,Blake Siebenaler, 695000
940,Clark Bishop, 695000
941,Jack Dougherty, 695000
942,Joshua Wesley, 695000
943,Vaclav Karabacek, 695000
944,Jan Kostalek, 693333
945,Tobias Lindberg, 693333
946,Viktor Loov, 692500
947,Grayson Downing, 692500
948,Martin Lundberg, 692500
949,Daniel Sprong, 692500
950,Dominik Simon, 692500
951,Dylan Labbé, 692500
952,Hunter Smith, 692500
953,Juuse Saros, 692500
954,MIchael Bunting, 692500
955,Nick Moutrey, 692500
956,Riley Barber, 692500
957,Ryan Kujawinski, 692500
958,Nick Ebert, 691667
959,Garnet Hathaway, 690000
960,Ben Thomas, 690000
961,Denis Malgin, 690000
962,William Carrier, 689167
963,Stephen Michalek, 687500
964,Troy Donnay, 686667
965,Brayden Point, 686667
966,Dominic Turgeon, 686667
967,Connor Brown, 686666
968,Axel Holmstrom, 686666
969,Chase Lang, 686666
970,Steven Hodges, 685000
971,Brycen Martin, 685000
972,Lucas Wallmark, 683333
973,Ben Betker, 683333
974,Sergei Boikov, 681666
975,Nicolas Aube-Kubel, 680833
976,Reece Willcox, 680000
977,Joakim Ryan, 680000
978,Mackenzie Weegar, 680000
979,Blake Coleman, 680000
980,Cole Bardreau, 680000
981,Joseph LaBate, 680000
982,Robbie Russo, 680000
983,Ryan Johnston, 680000
984,Vojtech Mozik, 680000
985,Conor Garland, 680000
986,Danick Martel, 680000
987,Julien Nantel, 680000
988,Josh Anderson, 678333
989,Dysin Mayo, 678333
990,Pavel Jenys, 678333
991,Justin Selman, 677500
992,Tyrell Goulbourne, 677500
993,Anthony Peluso, 675000
994,Curtis McKenzie, 675000
995,Trevor Carrick, 675000
996,Ben Smith, 675000
997,Jean-François Bérubé, 675000
998,Mason Raymond, 675000
999,Matt Tennyson, 675000
1000,Kevin Rooney, 675000
1001,Ashton Sautner, 675000
1002,Michael Carcone, 675000
1003,Jamie Phillips, 675000
1004,Mason Geertsen, 675000
1005,Radel Fazleyev, 675000
1006,Joel Lowry, 675000
1007,Brandon Baddock, 673333
1008,Samuel Blais, 673333
1009,Justin Bailey, 670000
1010,Nick Paul, 670000
1011,Austin Carroll, 670000
1012,Ondrej Kase, 670000
1013,Daniel Audette, 668333
1014,Jimmy Lodge, 668333
1015,Connor Hellebuyck, 667500
1016,Conor Sheary, 667500
1017,Erik Gustafsson, 667500
1018,Kevin Gravel, 667500
1019,Nolan Valleau, 667500
1020,Patrick Bjorkstrand, 667500
1021,Tanner Kero, 667500
1022,Kurtis Gabriel, 666667
1023,Ross Johnston, 666667
1024,Daniel Zaar, 665000
1025,Mark MacMillan, 665000
1026,Tyler Lewington, 665000
1027,Mackenzie Skapski, 663333
1028,Zach Pochiro, 663333
1029,Tim McGauley, 663333
1030,Blake Pietila, 662500
1031,Calle Andersson, 661667
1032,Philippe Desrosiers, 661667
1033,Tyler Bertuzzi, 661667
1034,Erik Karlsson, 661666
1035,Christopher Gibson, 660000
1036,Jonathan Racine, 660000
1037,Logan Shaw, 660000
1038,Zach Palmquist, 660000
1039,Josh Archibald, 659167
1040,Josh Brown, 658333
1041,Brett Kulak, 656667
1042,Ryan Culkin, 656667
1043,Ryan Graves, 656667
1044,Cavan Fitzgerald, 656667
1045,Oliver Bjorkstrand, 655833
1046,Colby Cave, 655000
1047,Antoine Bibeau, 655000
1048,Mackenze Stewart, 655000
1049,Macoy Erkamps, 655000
1050,Brendan Leipsic, 653333
1051,Jean Dupuy, 653333
1052,Ben Harpur, 653333
1053,Brett Lernout, 653333
1054,Oscar Lindberg, 650000
1055,Alex Stalock, 650000
1056,Andrew Miller, 650000
1057,Anton Forsberg, 650000
1058,Brandon Gormley, 650000
1059,Brendan Woods, 650000
1060,Brian Lashoff, 650000
1061,Casey Nelson, 650000
1062,Chris Casto, 650000
1063,Connor Brickley, 650000
1064,Dennis Robertson, 650000
1065,Derek Forbort, 650000
1066,Derek Grant, 650000
1067,J.C. Lipon, 650000
1068,Jamie McBain, 650000
1069,Jordan Schroeder, 650000
1070,Jordan Weal, 650000
1071,Justin Falk, 650000
1072,Max McCormick, 650000
1073,Patrick Brown, 650000
1074,Petr Straka, 650000
1075,Quinton Howden, 650000
1076,Rene Bourque, 650000
1077,Sam Gagner, 650000
1078,Shane Harper, 650000
1079,Sven Andrighetto, 650000
1080,Taylor Beck, 650000
1081,Ty Rattie, 650000
1082,Victor Bartley, 650000
1083,Zach Trotman, 650000
1084,Dylan DeMelo, 650000
1085,Eric Tangradi, 650000
1086,Graham Black, 650000
1087,Braden Christoffer, 650000
1088,Daniel Walcott, 650000
1089,Joseph Blandisi, 648333
1090,Marek Langhamer, 648333
1091,Zach Nastasiuk, 647500
1092,Cole Ully, 646667
1093,Connor Crisp, 646667
1094,Dalton Thrower, 646667
1095,Justin Kea, 646667
1096,Jesper Pettersson, 645000
1097,Gemel Smith, 645000
1098,Jack Nevins, 645000
1099,Anton Cederholm, 645000
1100,Eric Comrie, 645000
1101,Dmitrii Sergeev, 644167
1102,Markus Eisenschmid, 642500
1103,Cameron Darcy, 641667
1104,Cody Donaghey, 641667
1105,Damir Sharipzyanov, 641667
1106,Andreas Martinsen, 640000
1107,Nic Dowd, 640000
1108,Bryan Rust, 640000
1109,Eetu Laurikainen, 640000
1110,Justin Hache, 640000
1111,Trevor Murphy, 640000
1112,Tyler Ganly, 640000
1113,Martin Frk, 639167
1114,Chris Wagner, 637500
1115,Colin McDonald, 637500
1116,Tim Bozon, 637500
1117,Matt Lorito, 637500
1118,Branden Troock, 636667
1119,Hunter Warner, 636667
1120,Petteri Lindbohm, 636667
1121,Vincent Dunn, 635833
1122,Chase Balisy, 635000
1123,Jonas Gunnarsson, 635000
1124,Ken Appleby, 635000
1125,Nathan Walker, 635000
1126,Joe Hicketts, 635000
1127,Jérémy Grégoire, 633333
1128,Andrew O'Brien, 632500
1129,Mike Zalewski, 632500
1130,Scott Harrington, 632500
1131,Stefan Fournier, 632500
1132,Tommy Hughes, 632500
1133,Nikita Jevpalovs, 632500
1134,Ryan Rupert, 631667
1135,Felix Girard, 631667
1136,Troy Bourke, 631667
1137,Viktor Arvidsson, 631667
1138,Cole Cassels, 630833
1139,Keegan Kanzig, 630833
1140,Tristan Jarry, 630833
1141,Kyle Burroughs, 630000
1142,Luke Glendening, 628333
1143,Andreas Athanasiou, 628333
1144,Jake Paterson, 628333
1145,Barclay Goodrow, 626667
1146,Ben Thomson, 626667
1147,Brady Austin, 626667
1148,Dakota Mermis, 626667
1149,Kenton Helgesen, 626667
1150,Jaime Sifers, 625000
1151,Magnus Hellberg, 625000
1152,Nate Prosser, 625000
1153,Brendan Ranford, 625000
1154,Julian Melchiori, 625000
1155,Justin Dowling, 625000
1156,Mark Alt, 625000
1157,Micheal Haley, 625000
1158,Seth Griffith, 625000
1159,T.J. Brennan, 625000
1160,Tyler Wotherspoon, 625000
1161,Corey Tropp, 625000
1162,Kyle Baun, 625000
1163,Ryan Sproul, 625000
1164,Tyler Graovac, 625000
1165,Scott Wilson, 625000
1166,Tom Kuhnhackl, 625000
1167,Aaron Dell, 625000
1168,Charles Hudon, 625000
1169,Colton Sissons, 625000
1170,Kenneth Agostino, 625000
1171,Scott Mayfield, 625000
1172,Reid Petryk, 622500
1173,Liam O'Brien, 621667
1174,Matt Murray, 620000
1175,Ryan Olsen, 616667
1176,Cody Corbett, 616667
1177,Henri Ikonen, 616667
1178,Jake Dotchin, 616667
1179,Justin Auger, 616667
1180,Max Gortz, 616667
1181,Sergey Tolchinsky, 616667
1182,Zac Leslie, 616667
1183,Loic Leduc, 615000
1184,Zack Mitchell, 615000
1185,Stefan Matteau, 612500
1186,Jordan Martinook, 612500
1187,Steven Kampfer, 612500
1188,Aaron Ness, 612500
1189,Alan Quine, 612500
1190,Anthony Bitetto, 612500
1191,Carter Rowney, 612500
1192,Christopher DiDomenico, 612500
1193,Cody Bass, 612500
1194,Freddie Hamilton, 612500
1195,Jack Campbell, 612500
1196,Jared Coreau, 612500
1197,Jason Kasdorf, 612500
1198,Jeff Glass, 612500
1199,John Ramage, 612500
1200,Joshua Leivo, 612500
1201,Matt Bartkowski, 612500
1202,Miikka Salomaki, 612500
1203,Petter Granberg, 612500
1204,Tom McCollum, 612500
1205,Tomas Nosek, 612500
1206,Trent Vogelhuber, 612500
1207,Trevor Smith, 612500
1208,Will O'Neill, 612500
1209,Zach Redmond, 612500
1210,Zach Sill, 612500
1211,Henri Kiviaho, 611667
1212,Alex Gudbranson, 610000
1213,Mikko Vainonen, 610000
1214,Matia Marcantuoni, 608333
1215,Jaynen Rissling, 606667
1216,Damon Severson, 605833
1217,Jesse Graham, 605000
1218,Marc Hagel, 605000
1219,Jonathan-Ismael Diaby, 604166
1220,Adam Clendening, 600000
1221,Adam Cracknell, 600000
1222,Alex Broadhurst, 600000
1223,Alex Grant, 600000
1224,Alexandre Grenier, 600000
1225,Andrew Agozzino, 600000
1226,Andrew Crescenzi, 600000
1227,Andy Miele, 600000
1228,Ben Street, 600000
1229,Brad Hunt, 600000
1230,Brenden Kichton, 600000
1231,Brent Regner, 600000
1232,Brian Strait, 600000
1233,Brody Sutter, 600000
1234,Chad Billins, 600000
1235,Chad Nehring, 600000
1236,Chris Butler, 600000
1237,Chris Mueller, 600000
1238,Chris Summers, 600000
1239,Chris Terry, 600000
1240,Cole Schneider, 600000
1241,Craig Cunningham, 600000
1242,David Musil, 600000
1243,Derek Ryan, 600000
1244,Drew Shore, 600000
1245,Dustin Stevenson, 600000
1246,Dustin Tokarski, 600000
1247,Frank Corrado, 600000
1248,Garret Ross, 600000
1249,Jakub Nakladal, 600000
1250,Jayson Megna, 600000
1251,Jeremy Smith, 600000
1252,Jim O'Brien, 600000
1253,Joe Whitney, 600000
1254,Joel Hanley, 600000
1255,Jordan Binnington, 600000
1256,Josh Jooris, 600000
1257,Justin Fontaine, 600000
1258,Justin Peters, 600000
1259,Lukas Sedlak, 600000
1260,Marek Hrivik, 600000
1261,Mark McNeill, 600000
1262,Mat Clark, 600000
1263,Mathew Bodie, 600000
1264,Matthew Hackett, 600000
1265,Maxime Lagace, 600000
1266,Michael Chaput, 600000
1267,Michael Latta, 600000
1268,Michael Paliotta, 600000
1269,Michael Sgarbossa, 600000
1270,Michal Rozsival, 600000
1271,Mike Sislo, 600000
1272,Mitch Callahan, 600000
1273,Nate Guenin, 600000
1274,Nathan Gerbe, 600000
1275,Nick Shore, 600000
1276,Nicklas Jensen, 600000
1277,Patrick Cannone, 600000
1278,Peter Budaj, 600000
1279,Philip Samuelsson, 600000
1280,Reece Scarlett, 600000
1281,Ryan Carpenter, 600000
1282,Ryan Stanton, 600000
1283,Shawn Thornton, 600000
1284,Stefan Noesen, 600000
1285,Steve Bernier, 600000
1286,T.J. Tynan, 600000
1287,Taylor Fedun, 600000
1288,Tim Schaller, 600000
1289,Tommy Cross, 600000
1290,Troy Grosenick, 600000
1291,Tyler Randell, 600000
1292,Zac Dalpe, 600000
1293,Zack Stortini, 600000
1294,Guillaume Gélinas, 596667
1295,Frederick Gaudreau, 595000
1296,Garrett Mitchell, 587500
1297,Max Friberg, 587500
1298,Nick Jensen, 587500
1299,Scott Darling, 587500
1300,Seth Helgeson, 587500
1301,Andy Andreoff, 587500
1302,Scott Wedgewood, 587500
1303,Samuel Henley, 586667
1304,Jordan Oesterle, 585000
1305,Derek Mathers, 585000
1306,Evan McEneny, 585000
1307,Jake Chelios, 585000
1308,Jean-Sebastien Dea, 585000
1309,Artem Sergeev, 583333
1310,Axel Blomqvist, 583333
1311,Kurtis MacDermid, 578333
1312,Adam Pardy, 575000
1313,Adam Payerl, 575000
1314,Alex Friesen, 575000
1315,Andrew Campbell, 575000
1316,Andrew MacWilliam, 575000
1317,Austin Watson, 575000
1318,Bobby Farnham, 575000
1319,Borna Rendulic, 575000
1320,Bradley Malone, 575000
1321,Brandon Mashinter, 575000
1322,Byron Froese, 575000
1323,Cameron Gaunce, 575000
1324,Cameron Schilling, 575000
1325,Carter Camper, 575000
1326,Chad Ruhwedel, 575000
1327,Chris Bourque, 575000
1328,Chris Brown, 575000
1329,Chris Conner, 575000
1330,Christian Thomas, 575000
1331,Connor Jones, 575000
1332,Cory Conacher, 575000
1333,Dan Kelly, 575000
1334,Daniel Catenacci, 575000
1335,Danny Kristo, 575000
1336,Darren Dietz, 575000
1337,David Warsofsky, 575000
1338,Dennis Rasmussen, 575000
1339,Devin Setoguchi, 575000
1340,Edward Pasquale, 575000
1341,Eric Boulton, 575000
1342,Erik Burgdoerfer, 575000
1343,Gabriel Dumont, 575000
1344,Garret Sparks, 575000
1345,Garrett Wilson, 575000
1346,Greg Carey, 575000
1347,Harry Zolnierczyk, 575000
1348,Jacob Doty, 575000
1349,Jeff Schultz, 575000
1350,Jeremy Morin, 575000
1351,Joe Cannata, 575000
1352,Joel Vermin, 575000
1353,Jordan Caron, 575000
1354,Karl Stollery, 575000
1355,Kevin Porter, 575000
1356,Kristers Gudlevskis, 575000
1357,Lars Johansson, 575000
1358,Luke Witkowski, 575000
1359,Mac Carruth, 575000
1360,Marc-André Bergeron, 575000
1361,Marek Mazanec, 575000
1362,Mark Fraser, 575000
1363,Matej Stransky, 575000
1364,Matt Irwin, 575000
1365,Matt Taormina, 575000
1366,Michael Bournival, 575000
1367,Michael Liambas, 575000
1368,Mike Condon, 575000
1369,Mike Halmo, 575000
1370,Mike McKenna, 575000
1371,Morgan Ellis, 575000
1372,Nicklas Grossmann, 575000
1373,Oleg Yevenko, 575000
1374,Paul Carey, 575000
1375,Paul Thompson, 575000
1376,Pierre-Cédrick Labrie, 575000
1377,Pierre-Luc Leblond-Létourneau, 575000
1378,Reid McNeill, 575000
1379,Richard Bachman, 575000
1380,Ryan Carter, 575000
1381,Ryan Faragher, 575000
1382,Sam Carrick, 575000
1383,Spencer Abbott, 575000
1384,Stanislav Galiev, 575000
1385,Stephen Gionta, 575000
1386,Steve Oleksy, 575000
1387,Stuart Percy, 575000
1388,Tanner Richard, 575000
1389,Tim Erixon, 575000
1390,Tom Nilsson, 575000
1391,Tom Sestito, 575000
1392,Travis Morin, 575000
1393,Turner Elson, 575000
1394,Tye McGinn, 575000
1395,Vincent LoVerde, 575000
1396,Wade Megan, 575000
1397,Yanni Gourde, 575000
