,Player,CapHit
67,Matt Duchene, 6000000
68,Mike Green, 6000000
69,Milan Lucic, 6000000
70,Ryan Nugent-Hopkins, 6000000
71,Taylor Hall, 6000000
72,Brandon Saad, 6000000
73,Corey Crawford, 6000000
74,Ryan Miller, 6000000
75,Loui Eriksson, 6000000
76,Ben Bishop, 5950000
77,Kari Lehtonen, 5900000
78,Semyon Varlamov, 5900000
79,Patrick Sharp, 5900000
80,Aleksander Barkov, 5900000
81,Dustin Brown, 5875000
82,Brandon Dubinsky, 5850000
83,Jonathan Quick, 5800000
84,Alexander Steen, 5800000
85,Ryan Callahan, 5800000
86,Brent Burns, 5760000
87,Travis Zajac, 5750000
88,Tyler Seguin, 5750000
89,Marc-André Fleury, 5750000
90,Matt Niskanen, 5750000
91,Dougie Hamilton, 5750000
92,Tobias Enstrom, 5750000
93,Andrei Markov, 5750000
94,Alexander Radulov, 5750000
95,Jeff Skinner, 5725000
96,Hampus Lindholm, 5713415
97,Marc Staal, 5700000
98,Mike Smith, 5666667
99,Jason Pominville, 5600000
100,Blake Wheeler, 5600000
101,Gabriel Landeskog, 5571428
102,Duncan Keith, 5538462
103,Andrej Sekera, 5500000
104,Jeff Petry, 5500000
105,John Tavares, 5500000
106,Oliver Ekman-Larsson, 5500000
107,Dave Bolland, 5500000
108,Nick Foligno, 5500000
109,Tyson Barrie, 5500000
110,Daniel Girardi, 5500000
111,Brooks Orpik, 5500000
112,Nick Leddy, 5500000
113,Tyler Myers, 5500000
114,Andrew Ladd, 5500000
115,Alex Goligoski, 5475000
116,Jay Bouwmeester, 5400000
117,Rasmus Ristolainen, 5400000
118,Seth Jones, 5400000
119,Jaden Schwartz, 5350000
120,Roberto Luongo, 5333333
121,Jarome Iginla, 5333333
122,Nathan Horton, 5300000
123,Jimmy Howard, 5291667
124,Marian Hossa, 5275000
125,Jeff Carter, 5272727
126,Dennis Wideman, 5250000
127,Evander Kane, 5250000
128,Jamie Benn, 5250000
129,Frans Nielsen, 5250000
130,Joffrey Lupul, 5250000
131,Torey Krug, 5250000
132,David Clarkson, 5250000
133,Mark Streit, 5250000
134,Jared Spurgeon, 5187500
135,Mike Hoffman, 5187500
136,Zach Bogosian, 5142857
137,Brayden Schenn, 5125000
138,Andy Greene, 5000000
139,Frederik Andersen, 5000000
140,James Neal, 5000000
141,Mike Cammalleri, 5000000
142,Mikhail Grabovski, 5000000
143,Valtteri Filppula, 5000000
144,Andrew MacDonald, 5000000
145,Alexander Edler, 5000000
146,Danny DeKeyser, 5000000
147,Derick Brassard, 5000000
148,Matt Moulson, 5000000
149,Morgan Rielly, 5000000
150,Chris Pronger, 4941429
151,Marc Methot, 4900000
152,Marian Gaborik, 4875000
153,Sami Vatanen, 4875000
154,Paul Martin, 4850000
155,Ryane Clowe, 4850000
156,Justin Faulk, 4833333
157,Nikita Kucherov, 4766666
158,Niklas Kronwall, 4750000
159,Scott Hartnell, 4750000
160,Carl Soderberg, 4750000
161,Vincent Trocheck, 4750000
162,Gustav Nyquist, 4750000
163,Bryan Little, 4700000
164,Ryan McDonagh, 4700000
165,Jori Lehtera, 4700000
166,T.J. Brodie, 4650400
167,Clarke MacArthur, 4650000
168,Kyle Palmieri, 4650000
169,Chris Kreider, 4625000
170,R.J. Umberger, 4600000
171,Jason Garrison, 4600000
172,Tyler Ennis, 4600000
173,Marcus Johansson, 4583333
174,Artem Anisimov, 4550000
175,Brad Marchand, 4500000
176,Max Pacioretty, 4500000
177,Jaroslav Halak, 4500000
178,Anton Stralman, 4500000
179,Antti Niemi, 4500000
180,François Beauchemin, 4500000
181,Jason Demers, 4500000
182,Mats Zuccarello, 4500000
183,Troy Brouwer, 4500000
184,Brooks Laich, 4500000
185,Alexandre Burrows, 4500000
186,Nazem Kadri, 4500000
187,Vincent Lecavalier, 4500000
188,Alexander Killorn, 4450000
189,Chris Tanev, 4450000
190,Mike Fisher, 4400000
191,Brandon Sutter, 4375000
192,Jack Johnson, 4357143
193,Drew Stafford, 4350000
194,Dmitry Kulikov, 4333333
195,Devan Dubnyk, 4333333
196,Sean Couturier, 4333333
197,Michael Frolik, 4300000
198,Kevin Shattenkirk, 4250000
199,James Van Riemsdyk, 4250000
200,Patric Hornqvist, 4250000
201,Justin Abdelkader, 4250000
202,Marc-Edouard Vlasic, 4250000
203,Craig Smith, 4250000
204,Jonathan Ericsson, 4250000
205,David Savard, 4250000
206,John Klingberg, 4250000
207,Brian Gionta, 4250000
208,Craig Anderson, 4200000
209,Tyler Bozak, 4200000
210,Nikolay Kulemin, 4187500
211,T.J. Oshie, 4175000
212,Oscar Klefbom, 4167000
213,Slava Voynov, 4166667
214,Jonas Brodin, 4166667
215,Cameron Talbot, 4166666
216,Adam Larsson, 4166666
217,Jonathan Bernier, 4150000
218,Alexei Emelin, 4100000
219,Steve Mason, 4100000
220,Niklas Hjalmarsson, 4100000
221,Nick Bjugstad, 4100000
222,Olli Maatta, 4083300
223,Jake Gardiner, 4050000
224,Marc Savard, 4021429
225,Ryan Johansen, 4000000
226,Adam Henrique, 4000000
227,Bryan Bickell, 4000000
228,Roman Josi, 4000000
229,Victor Hedman, 4000000
230,Ales Hemsky, 4000000
231,Benoit Pouliot, 4000000
232,Cam Fowler, 4000000
233,Carl Hagelin, 4000000
234,Jake Muzzin, 4000000
235,Jaromir Jagr, 4000000
236,Jussi Jokinen, 4000000
237,Kevin Bieksa, 4000000
238,Michael Stone, 4000000
239,Mikkel Boedker, 4000000
240,Milan Michalek, 4000000
241,Victor Rask, 4000000
242,Alec Martinez, 4000000
243,Petr Mrazek, 4000000
244,Marco Scandella, 4000000
245,Wayne Simmonds, 3975000
246,John Carlson, 3966667
247,Johan Franzen, 3954545
248,Colin Wilson, 3937500
249,Ondrej Pavelec, 3900000
250,Josh Gorges, 3900000
251,Andrew Shaw, 3900000
252,Shane Doan, 3876134
253,Michael Del Zotto, 3875000
254,Travis Hamonic, 3857143
255,Rickard Rakell, 3853672
256,Cody Eakin, 3850000
257,Darren Helm, 3850000
258,Chris Kunitz, 3850000
259,Connor Murphy, 3850000
260,Matt Beleskey, 3800000
261,Justin Braun, 3800000
262,Brendan Gallagher, 3750000
263,David Perron, 3750000
264,Johnny Oduya, 3750000
265,Mattias Ekholm, 3750000
266,Anders Lee, 3750000
267,Dan Hamhuis, 3750000
268,Jakob Silfverberg, 3750000
269,Pascal Dupuis, 3750000
270,Braydon Coburn, 3700000
271,Patrik Berglund, 3700000
272,Simon Després, 3700000
273,Matt Read, 3625000
274,Mark Fayne, 3625000
275,Luca Sbisa, 3600000
276,Mikael Backlund, 3575000
277,Kyle Turris, 3500000
278,Ladislav Smid, 3500000
279,Mark Stone, 3500000
280,Cam Atkinson, 3500000
281,David Desharnais, 3500000
282,Eric Staal, 3500000
283,Erik Gudbranson, 3500000
284,Lars Eller, 3500000
285,Mike Ribeiro, 3500000
286,Reilly Smith, 3425000
287,James Reimer, 3400000
288,Robert Scuderi, 3375000
289,Radko Gudas, 3350000
290,Casey Cizikas, 3350000
291,Ondrej Palat, 3333333
292,Tyler Johnson, 3333333
293,Jamie McGinn, 3333333
294,Cody Franson, 3325000
295,Jacob Trouba, 3308824
296,Josh Bailey, 3300000
297,Cam Ward, 3300000
298,Trevor Daley, 3300000
299,Joel Ward, 3275000
300,Brenden Dillon, 3270000
301,Jonathan Huberdeau, 3250000
302,Tyler Toffoli, 3250000
303,Andrew Ference, 3250000
304,Clayton Stoner, 3250000
305,Justin Williams, 3250000
306,Zbynek Michalek, 3200000
307,Charlie Coyle, 3200000
308,Matthew Stajan, 3125000
309,Jared Cowen, 3100000
310,Martin Hanzal, 3100000
311,Kris Russell, 3100000
312,Marcus Kruger, 3083333
313,Evgeny Kuznetsov, 3000000
314,Mikael Granlund, 3000000
315,Andrew Cogliano, 3000000
316,Martin Jones, 3000000
317,Mathieu Perreault, 3000000
318,Tomas Hertl, 3000000
319,Stéphane Robidas, 3000000
320,Leo Komarov, 2950000
321,Deryk Engelland, 2916667
322,Boone Jenner, 2900000
323,Carl Gunnarsson, 2900000
324,Kevin Klein, 2900000
325,Ron Hainsey, 2833333
326,Ryan Murray, 2825000
327,Alex Galchenyuk, 2800000
328,Karl Alzner, 2800000
329,Cody Ceci, 2800000
330,Cal Clutterbuck, 2750000
331,Brendan Smith, 2750000
332,Adam McQuaid, 2750000
333,J.T. Miller, 2750000
334,Tomas Tatar, 2750000
335,Eddie Lack, 2750000
336,Vladimir Sobotka, 2725000
337,Elias Lindholm, 2700000
338,Nino Niederreiter, 2666667
339,Ben Lovejoy, 2666666
340,Colin Greening, 2650000
341,Derek Dorsett, 2650000
342,Mika Zibanejad, 2625000
343,Mark Stuart, 2625000
344,Kevin Hayes, 2600000
345,Thomas Vanek, 2600000
346,Dmitry Orlov, 2570000
347,Matt Dumba, 2550000
348,Brian Elliott, 2500000
349,Brock Nelson, 2500000
350,Jannik Hansen, 2500000
351,Joe Colborne, 2500000
352,Kevan Miller, 2500000
353,Lee Stempniak, 2500000
354,Matt Greene, 2500000
355,Matt Martin, 2500000
356,Nail Yakupov, 2500000
357,Ryan Ellis, 2500000
358,Ryan Strome, 2500000
359,Tommy Wingels, 2475000
360,Jakub Kindl, 2400000
361,Blake Comeau, 2400000
362,Jake Allen, 2350000
363,Dale Weise, 2350000
364,Michael Raffl, 2350000
365,Jimmy Hayes, 2300000
366,John Gibson, 2300000
367,Marcus Foligno, 2250000
368,Nick Schultz, 2250000
369,Roman Polak, 2250000
370,Jason Chimera, 2250000
371,Daniel Winnik, 2250000
372,Robin Lehner, 2225000
373,Tobias Rieder, 2225000
374,Thomas Hickey, 2200000
375,Lance Bouma, 2200000
376,Matt Calvert, 2200000
377,Shawn Matthias, 2125000
378,Ian Cole, 2100000
379,David Schlemko, 2100000
380,Brad Richardson, 2083333
381,Riley Sheahan, 2075000
382,Antoine Roussel, 2000000
383,Brian Boyle, 2000000
384,Eric Fehr, 2000000
385,Fedor Tyutin, 2000000
386,Jason Zucker, 2000000
387,Jiri Hudler, 2000000
388,John-Michael Liles, 2000000
389,Patrick Maroon, 2000000
390,Tom Wilson, 2000000
391,Trevor Lewis, 2000000
392,Calle Jarnkrok, 2000000
393,Calvin de Haan, 1966667
394,Dwight King, 1950000
395,Vladislav Namestnikov, 1937500
396,Nick Bonino, 1900000
397,Zack Smith, 1887500
398,Matt Hendricks, 1850000
399,Sven Baertschi, 1850000
400,Ryan Garbutt, 1800000
401,John Mitchell, 1800000
402,Mark Letestu, 1800000
403,Antoine Vermette, 1750000
404,Jay Beagle, 1750000
405,Chad Johnson, 1700000
406,Brayden McNabb, 1700000
407,John Moore, 1666667
408,Melker Karlsson, 1650000
409,Michael Grabner, 1650000
410,Nick Holden, 1650000
411,Michal Neuvirth, 1625000
412,Nate Thompson, 1600000
413,Teddy Purcell, 1600000
414,Jake McCabe, 1600000
415,Kyle Clifford, 1600000
416,Éric Gélinas, 1575000
417,Dalton Prout, 1575000
418,Alexander Burmistrov, 1550000
419,Jacob Markstrom, 1550000
420,Darcy Kuemper, 1550000
421,Thomas Greiss, 1500000
422,Brian Campbell, 1500000
423,Chris Neil, 1500000
424,Viktor Stalberg, 1500000
425,Zack Kassian, 1500000
426,Gregory Campbell, 1500000
427,Cody McCormick, 1500000
428,Andrej Sustr, 1450000
429,Reto Berra, 1450000
430,Alexey Marchenko, 1450000
431,Tanner Glass, 1450000
432,Brandon Davidson, 1425000
433,Tanner Pearson, 1400000
434,Justin Schultz, 1400000
435,Tom Gilbert, 1400000
436,Andrew Hammond, 1350000
437,Cody McLeod, 1333333
438,Derek MacKenzie, 1300000
439,Mikhail Grigorenko, 1300000
440,Peter Holland, 1300000
441,Devante Smith-Pelly, 1300000
442,Joakim Nordstrom, 1275000
443,Brandon Bollig, 1250000
444,Erik Condra, 1250000
445,J.T. Brown, 1250000
446,Kyle Quincey, 1250000
447,Pierre-Alexandre Parenteau, 1250000
448,Vernon Fiddler, 1250000
449,Martin Marincin, 1250000
450,Luke Schenn, 1250000
451,Torrey Mitchell, 1200000
452,Anton Khudobin, 1200000
453,Chris Thorburn, 1200000
454,Matt Hunwick, 1200000
455,Jay McClement, 1200000
456,Paul Byron, 1166666
457,Chris Stewart, 1150000
458,Zemgus Girgensons, 1150000
459,Michael Hutchinson, 1150000
460,Jon Merrill, 1137500
461,Carter Hutton, 1125000
462,Mark Pysyk, 1125000
463,Ryan Reaves, 1125000
464,Adam Lowry, 1125000
465,Joe Vitale, 1116667
466,Brandon Pirri, 1100000
467,Jacob Josefson, 1100000
468,Jordie Benn, 1100000
469,Mark Borowiecki, 1100000
470,Alexander Petrovic, 1050000
471,David Rundblad, 1050000
472,Robert Bortuzzo, 1050000
473,Louis Domingue, 1050000
474,Joel Edmundson, 1050000
475,Drew Miller, 1025000
476,Philip Larsen, 1025000
477,Erik Haula, 1000000
478,Anders Nilsson, 1000000
479,Antti Raanta, 1000000
480,Dennis Seidenberg, 1000000
481,Dmitrij Jaskin, 1000000
482,Kevin Connauton, 1000000
483,Lauri Korpikoski, 1000000
484,Matt Cullen, 1000000
485,Mike Weber, 1000000
486,Nathan Beaulieu, 1000000
487,Patrick Eaves, 1000000
488,Radim Vrbata, 1000000
489,Ryan White, 1000000
490,William Karlsson, 1000000
491,Calvin Pickard, 1000000
492,Colin Miller, 1000000
493,Anton Lander, 987500
494,Brandon Manning, 975000
495,Ryan Spooner, 950000
496,Al Montoya, 950000
497,Boyd Gordon, 950000
498,Brian Flynn, 950000
499,Colton Sceviour, 950000
500,Eric Gryba, 950000
501,Jesper Fast, 950000
502,Johan Larsson, 950000
503,Kris Versteeg, 950000
504,Kyle Brodziak, 950000
505,Jordan Nolan, 950000
506,Anton Rodin, 950000
507,Nick Schmaltz, 925000
508,Joel Armia, 925000
509,Matt O'Connor, 925000
510,Patrik Laine, 925000
511,Aaron Ekblad, 925000
512,Alex Lyon, 925000
513,Alex Tuch, 925000
514,Alexander Wennberg, 925000
515,Andrei Vasilevskiy, 925000
516,Andrew Copp, 925000
517,Andrew Welinski, 925000
518,Anton Slepyshev, 925000
519,Auston Matthews, 925000
520,Brady Skjei, 925000
521,Brandon Montour, 925000
522,Brock Boeser, 925000
523,C.J. Smith, 925000
524,Charlie Lindgren, 925000
525,Colin White, 925000
526,Connor McDavid, 925000
527,Daniel Pribyl, 925000
528,David Pastrnak, 925000
529,David Rittich, 925000
530,Devon Toews, 925000
531,Drake Caggiula, 925000
532,Dylan Larkin, 925000
533,Eamon McAdam, 925000
534,Griffen Molino, 925000
535,Hudson Fasching, 925000
536,Ian McCoshen, 925000
537,J.T. Compher, 925000
538,Jack Eichel, 925000
539,Jacob De La Rose, 925000
540,Jakob Chychrun, 925000
541,Jayce Hawryluk, 925000
542,Jesse Puljujarvi, 925000
543,Jimmy Vesey, 925000
544,John Hayden, 925000
545,Jon Gillies, 925000
546,Joonas Donskoi, 925000
547,Jordan Schmaltz, 925000
548,Kalle Kossila, 925000
549,Kasimir Kaskisuo, 925000
550,Kenney Morrison, 925000
551,Kevin Boyle, 925000
552,Kevin Roy, 925000
553,Kyle Connor, 925000
554,Leon Draisaitl, 925000
555,MacKenzie MacEachern, 925000
556,Mantas Armalis, 925000
557,Marcus Sorensen, 925000
558,Mark Jankowski, 925000
559,Marko Dano, 925000
560,Matt Benning, 925000
561,Matthew Tkachuk, 925000
562,Michael Garteig, 925000
563,Michael Kapla, 925000
564,Michael Matheson, 925000
565,Mike Reilly, 925000
566,Mike Vecchione, 925000
567,Miles Wood, 925000
568,Nic Kerdiles, 925000
569,Nick Ellis, 925000
570,Nikita Tryamkin, 925000
571,Nikita Zaitsev, 925000
572,Noah Hanifin, 925000
573,Patrick Russell, 925000
574,Paul LaDue, 925000
575,Pavel Buchnevich, 925000
576,Rob O'Gara, 925000
577,Rocco Grimaldi, 925000
578,Roman Lyubimov, 925000
579,Ryan Haggerty, 925000
580,Sam Bennett, 925000
581,Sebastian Aho, 925000
582,Shayne Gostisbehere, 925000
583,Stephon Williams, 925000
584,Steven Santini, 925000
585,Thatcher Demko, 925000
586,Trevor Moore, 925000
587,Troy Stecher, 925000
588,Tyler Motte, 925000
589,Ville Pokka, 925000
590,Zachary Werenski, 925000
591,Zane McIntyre, 925000
592,Jamie Oleksiak, 918750
593,Charlie McAvoy, 916667
594,Jakob Forsbacka Karlsson, 916667
595,Andrej Nestrasil, 912500
596,Phillip Danault, 912500
597,Jean-Gabriel Pageau, 900000
598,Tomas Jurco, 900000
599,Chris Kelly, 900000
600,Dominic Moore, 900000
601,Jared Boll, 900000
602,Jeff Zatkoff, 900000
603,Jyrki Jokipakka, 900000
604,Matt Puempel, 900000
605,Patrik Nemeth, 900000
606,Riley Nash, 900000
607,Scottie Upshall, 900000
608,Markus Granlund, 900000
609,Zach Hyman, 900000
610,Ben Hutton, 896250
611,Bo Horvat, 894167
612,Jake Virtanen, 894167
613,Jared McCann, 894167
614,Jason Dickinson, 894167
615,Jonathan Drouin, 894167
616,Matt Carey, 894167
617,Nick Ritchie, 894167
618,Nikita Zadorov, 894167
619,Patrick Sieloff, 894167
620,Robby Fabbri, 894167
621,Robert Hagg, 894167
622,Sam Reinhart, 894167
623,Slater Koekkoek, 894167
624,Teuvo Teravainen, 894167
625,William Nylander, 894167
626,Adrian Kempe, 894166
627,Andre Burakovsky, 894166
628,Anthony Beauvillier, 894166
629,Curtis Lazar, 894166
630,Henrik Samuelsson, 894166
631,Ivan Provorov, 894166
632,Joel Eriksson Ek, 894166
633,Lawson Crouse, 894166
634,Mikko Rantanen, 894166
635,Mirco Mueller, 894166
636,Mitchell Marner, 894166
637,Pavel Zacha, 894166
638,Sebastian Collberg, 894166
639,Timo Meier, 894166
640,Travis Konecny, 894166
641,Nikolaj Ehlers, 894164
642,Paul Postma, 887500
643,Joey LaLeggia, 883750
644,Sean Malone, 883750
645,Dylan Sadowy, 880833
646,Brett Ritchie, 875000
647,Richard Panik, 875000
648,Jujhar Khaira, 875000
649,Mitch Moroz, 875000
650,Zachary Sanford, 875000
651,Adam Erne, 874167
652,Brandon Tanev, 874125
653,Casey Bailey, 874125
654,Duncan Siemens, 874125
655,Tyler Gaudet, 874125
656,Danton Heinen, 872500
657,Gustav Forsling, 872500
658,Devin Shore, 870000
659,Anthony DeAngelo, 863333
660,Anthony Mantha, 863333
661,Brendan Gaunce, 863333
662,Brendan Perlini, 863333
663,Darnell Nurse, 863333
664,Derrick Pouliot, 863333
665,Émile Poirier, 863333
666,Frédérik Gauthier, 863333
667,Griffin Reinhart, 863333
668,Haydn Fleury, 863333
669,Hunter Shinkaruk, 863333
670,Jakub Vrana, 863333
671,Josh Ho-Sang, 863333
672,Josh Morrissey, 863333
673,Julius Honka, 863333
674,Kasperi Kapanen, 863333
675,Kerby Rychel, 863333
676,Kevin Fiala, 863333
677,Malcolm Subban, 863333
678,Max Domi, 863333
679,Michael Dal Colle, 863333
680,Michael McCarron, 863333
681,Morgan Klimchuk, 863333
682,Nikita Scherbak, 863333
683,Nikolay Goldobin, 863333
684,Radek Faksa, 863333
685,Ryan Hartman, 863333
686,Ryan Pulock, 863333
687,Samuel Morin, 863333
688,Scott Laughton, 863333
689,Shea Theodore, 863333
690,Sonny Milano, 863333
691,Travis Sanheim, 863333
692,Colton Parayko, 858750
693,Kyle Rau, 858750
694,Andrew Poturalski, 858750
695,Daniel O'Regan, 858750
696,Matthew Grzelcyk, 858750
697,Adam Pelech, 854333
698,Ben Chiarot, 850000
699,Brett Connolly, 850000
700,Shane Prince, 850000
701,Zac Rinaldo, 850000
702,Ville Husso, 847500
703,Chris Bigras, 843333
704,Bogdan Yakimov, 842500
705,Adam Vay, 842500
706,Evan Rodrigues, 842500
707,Nick Lappin, 842500
708,Nick Cousins, 840000
709,Brendan Lemieux, 839166
710,Christian Dvorak, 839166
711,Artturi Lehkonen, 839166
712,Brady Brassart, 836667
713,Dillon Simpson, 836667
714,Yan-Pavel Laplante, 836666
715,Vladislav Kamenev, 833333
716,Dane Fox, 830833
717,Matt Finn, 827500
718,Micheal Ferland, 825000
719,Josh Manson, 825000
720,Trevor Van Riemsdyk, 825000
721,Mason McDonald, 822500
722,Michael Downing, 820000
723,Linus Arnesson, 817500
724,Phillip Di Giuseppe, 817500
725,Austin Czarnik, 817500
726,Markus Nutivaara, 817500
727,Mikael Wikstrand, 813333
728,Artemi Panarin, 812500
729,Teemu Pulkkinen, 812500
730,Cédric Paquette, 812500
731,Nate Schmidt, 812500
732,Brock McGinn, 811667
733,John Quenneville, 811666
734,Alex Nedeljkovic, 811666
735,Brett Pesce, 809167
736,Dryden Hunt, 809166
737,Adam Wilcox, 808750
738,Jonny Brodzinski, 808750
739,Sean Kuraly, 808750
740,Dominik Masin, 808333
741,Nick Sorensen, 803333
742,Adam Tambellini, 803333
743,Robin Kovacs, 803333
744,Jonathon Martin, 800833
745,Patrick McNally, 800000
746,Alex Chiasson, 800000
747,Andrew Desjardins, 800000
748,Ben Holmstrom, 800000
749,Bracken Kearns, 800000
750,Brian Dumoulin, 800000
751,Chris Wideman, 800000
752,Curtis McElhinney, 800000
753,Dylan McIlrath, 800000
754,Gabriel Bourque, 800000
755,Jonas Gustavsson, 800000
756,Joseph Morrow, 800000
757,Michael Kostka, 800000
758,Patrick Wiercioch, 800000
759,Sergei Kalinin, 800000
760,Steve Ott, 800000
761,Tom Pyatt, 800000
762,Taylor Chorney, 800000
763,Greg Pateryn, 800000
764,Adam Chapie, 800000
765,Ryan MacInnis, 797500
766,Matthew Peca, 796250
767,Gustav Olofsson, 795000
768,Keaton Thompson, 795000
769,Marcus Pettersson, 794166
770,Noel Acciari, 792500
771,Frankie Vatrano, 792500
772,Jere Sallinen, 792500
773,Justin Hickman, 792500
774,Linus Hultstrom, 792500
775,Sam Anas, 792500
776,Yohann Auvitu, 792500
777,Mario Lucia, 792500
778,Jordan Maletta, 792500
779,Brandon Carlo, 789166
780,Ryan Murphy, 787500
781,Jaycob Megna, 786667
782,Michael Mersch, 786667
783,Anton Blidh, 784167
784,Pontus Aberg, 780833
785,Taylor Leier, 779616
786,Carter Verhaeghe, 778333
787,Rinat Valiev, 778333
788,Michael Brodzinski, 778333
789,Oscar Dansk, 775834
790,Linus Ullmark, 775833
791,Andreas Englund, 775833
792,Christoph Bertschy, 775833
793,Ludwig Bystrom, 775000
794,Emerson Etem, 775000
795,Nicolas Deslauriers, 775000
796,Tim Heed, 775000
797,Anthony Duclair, 772500
798,Brandon Halverson, 772500
799,Dillon Heatherington, 770833
800,Dean Kukan, 767500
801,Daniel Renouf, 767500
802,Nicolas Petan, 758333
803,Chris Driedger, 755000
804,Cristoval Nieves, 755000
805,Jordan Subban, 755000
806,Anthony Stolarz, 753333
807,Andreas Johnsson, 750833
808,Carl Dahlstrom, 750833
809,Jacob Graves, 750833
810,Justin Scott, 750833
811,Philipp Grubauer, 750000
812,Cody Goloubef, 750000
813,Mark Barberio, 750000
814,Brett Gallant, 750000
815,Buddy Robinson, 750000
816,Jhonas Enroth, 750000
817,Jonathan Audy-Marchessault, 750000
818,Jordin Tootoo, 750000
819,Keegan Lowe, 750000
820,Klas Dahlbeck, 750000
821,Mattias Backman, 750000
822,Ryan Dzingel, 750000
823,Sam Brittain, 750000
824,Alex Biega, 750000
825,Steven Fogarty, 750000
826,Connor Carrick, 750000
827,Laurent Brossoit, 750000
828,Viktor Svedberg, 750000
829,Esa Lindell, 745833
830,Niklas Hansson, 745833
831,Laurent Dauphin, 745000
832,Remi Elie, 745000
833,Roland McKeown, 745000
834,Jaccob Slavin, 742500
835,Dylan Blujus, 742500
836,Joonas Korpisalo, 742500
837,John Gilmour, 742500
838,Justin Holl, 742500
839,Malte Stromwall, 742500
840,Gabriel Gagné, 742500
841,Peter Cehlarik, 742500
842,Thomas Dipauli, 742500
843,A.J. Greer, 741666
844,Ivan Barbashyov, 741666
845,Colton Hargrove, 737500
846,Mike Blunden, 737500
847,Nikita Soshnikov, 736667
848,Matthew Nieto, 735000
849,Kyle Platzer, 735000
850,Jake Guentzel, 734166
851,Mattias Janmark-Nylen, 733750
852,Ethan Prow, 730000
853,Alex Lintuniemi, 729167
854,Daniel Altshuller, 728333
855,Spencer Martin, 728333
856,Chandler Stephenson, 725833
857,Adin Hill, 725833
858,Joshua Jacobs, 725833
859,Samuel Montembeault, 725833
860,Keith Kinkaid, 725000
861,Beau Bennett, 725000
862,Brian Ferlin, 725000
863,Christian Folin, 725000
864,Daniel Carr, 725000
865,Iiro Pakarinen, 725000
866,Nikita Nesterov, 725000
867,Tyler Pitlick, 725000
868,Andrew Bodnarchuk, 725000
869,Stephen Johns, 725000
870,Dante Salituro, 725000
871,Joseph Cramarossa, 724500
872,Chase De Leo, 720833
873,Scott Kosmachuk, 720000
874,Tommy Vannelli, 720000
875,Nicholas Baptiste, 718333
876,Markus Hannikainen, 717500
877,Adam Gilmour, 717500
878,Nick Seeler, 717500
879,Alex Schoenborn, 717500
880,Anton Lindholm, 717500
881,Eric Cornel, 717500
882,Juho Lammikko, 717500
883,Justin Kirkland, 717500
884,Kevin Labanc, 717500
885,Kyle Wood, 717500
886,Luke Johnson, 717500
887,Mike Amadio, 717500
888,Robin Norell, 717500
889,Thomas Schemitsch, 717500
890,Tom Parisi, 717500
891,Vinnie Hinostroza, 717500
892,Reid Boucher, 715000
893,Xavier Ouellet, 715000
894,Greg Chase, 715000
895,Zachary Fucale, 714666
896,Julius Bergman, 714166
897,Vitek Vanecek, 714166
898,Nelson Nogier, 713333
899,Chris VandeVelde, 712500
900,Pierre-Edouard Bellemare, 712500
901,Christian Djoos, 711667
902,Chris Tierney, 711667
903,Brett Pollock, 711666
904,Colin Stevens, 710000
905,Dillon Fournier, 709167
